ROOF AGE,Permit Number,Permit Type,Description,Address,LAT,LON
12,20130810554,Residential Roofing,ROOF,"212 CORY ST, PORT CHARLOTTE FL 33953",27.027700458301688,-82.23730469
12,20130810565,Residential Lanai,"BLOCK STEMWALL, SCREEN ROOM, ALUMINUM ROOF","32719 OIL WELL RD, PUNTA GORDA FL 33982",26.808420110816368,-81.91409297
12,20130810582,Residential Lanai,POUR CONCRETE SLAB AND SIDEWALK. BUILD COMPOSITE ROOF W/ SCREEN WALLS,"2001 GASPARILLA RD, D2, PLACIDA FL 33946",,
12,20130810506,Commercial Miscellaneous,remove and replace 1 qty cabana roof,"1016 SHORE VIEW DR, ENGLEWOOD FL 34223",26.911955985443345,-82.35367908
12,20130810469,Residential Roofing,TILE ROOF REPAIR,"302 AZALEA AVE, PORT CHARLOTTE FL 33952",26.98753927,-82.10987854
12,20130810508,Commercial Miscellaneous,REMOVE AND REPLACE 1 QTY CABANA ROOF,"1056 SHORE VIEW DR, ENGLEWOOD FL 34223",26.912755401091708,-82.35424757
12,20130810471,Residential Roofing,"SHINGLE, FLAT ROOF REPLACEMENT","3080 BAY OAKS CIR, ENGLEWOOD FL 34223",26.940301920789523,-82.36873634
12,20130810521,Residential Roofing,RE ROOF,"1755 EDITH AVE, ENGLEWOOD FL 34223",26.941600793069334,-82.33867647
12,20130810470,Residential Roofing,SHINGLE RE ROOF REPLACEMENT,"293 DORMAN ST, PORT CHARLOTTE FL 33953",27.025592662575495,-82.22052008
12,20130810467,Residential Roofing,RE-ROOF: REMOVE OLD TILE & INSTALL NEW TILE ROOF,"41991 HORSESHOE RD, PUNTA GORDA FL 33982",26.785663474159694,-81.76183324
12,20130810507,Residential Lanai,CONCRETE- POOL ENCLOSURE- COMPOSITE ROOF,"36 ANNAPOLIS LN, ROTONDA WEST FL 33947",26.881122694699382,-82.28636933
12,COD-13-01768,CE - Code Enforcement (Not High Grass Only),Expired re roof permit.  Contractor was not paid for work and lawsuit subsequently filed (05-2858CA).,"3374 BROOKLYN AVE, PORT CHARLOTTE FL 33952",26.981540647780996,-82.08267981
12,20130810472,Residential Roofing,ROOF REPLACEMENT (LOW SLOPE),"21203 MIDWAY BLVD, PORT CHARLOTTE FL 33952",26.99916646165819,-82.10073853
12,20130810478,Residential Roofing,SHINGLE OVER SHINGLE,"20328 RUTHERFORD AVE, PORT CHARLOTTE FL 33952",27.005840433731258,-82.11312102
12,20130810510,Residential Roofing,RE ROOF,"63 TOURNAMENT RD, ROTONDA WEST FL 33947",26.881803507744408,-82.26243595
12,20130810497,Residential Roofing,TEAR OFF AND RESHINGLE WHOLE HOUSE AND ATTACHED GARAGE,"152 BUCKEYE AVE, PORT CHARLOTTE FL 33952",26.972625628647815,-82.1028901
12,20130810490,Residential Electrical,40 amp 220 vac weather proof sub panel,"18570 ASHCROFT CIR, PORT CHARLOTTE FL 33948",26.95672043678348,-82.14292913
12,20130810403,Residential Roofing,TEAR OFF FLAT ROOF ONLY,"1544 KOLENDA ST, PORT CHARLOTTE FL 33952",27.002754332662427,-82.09840397
12,20130810439,Residential Roofing,FLAT DECK RE ROOF,"22172 LITTLE FALLS AVE, PORT CHARLOTTE FL 33952",26.98545644088733,-82.08531193
12,20130810433,Residential Roofing,TEAR OFF AND REROOF,"1340 ROCKY CREEK LN, ENGLEWOOD FL 34224",26.936370753145034,-82.32782752
12,20130810426,Residential Roofing,RE-ROOF MODIFIED BITUMEN,"5148 MELBOURNE ST, PORT CHARLOTTE FL 33980",26.954587800322077,-82.06177522
12,20130912776,Residential Fence (Zoning),install 71' of 6' wood fence with metal gate.,"23220 ELMIRA BLVD, PORT CHARLOTTE FL 33980",26.977132710028936,-82.06749723
12,COM-13-00917,CE - Complaints,"PRO-ACTIVE SITE INSPECTION SUBSEQUENT INVESTIGATION FOUND RICHARD RICE, D/B/A TAZ TILE, WORKING OUTSIDE SCOPE OF LICENSE (PLUMBING) AND WORK WITHOUT A PERMIT (CHANGING/MOVING PLUMBING FIXTURES).","5000 GASPARILLA RD, 5091-204, PLACIDA FL 33921",,
12,COD-13-02113,CE - Code Enforcement (Not High Grass Only),EXPIRED O/B ROOF PERMIT #2004093468,"1100 BEAUMONT AVE, PORT CHARLOTTE FL 33948",26.97759430067238,-82.13368222
12,COD-13-02099,CE - Code Enforcement (Not High Grass Only),Permit #2005015117 for roof expired,"1626 INVERNESS ST, PORT CHARLOTTE FL 33952",27.000261431858533,-82.0721131
12,COM-13-00916,CE - Complaints,UNLICENSED TILE CONTRACTOR,"9805 GULFSTREAM BLVD, ENGLEWOOD FL 34224",26.917926871407442,-82.29493715
12,COM-13-00915,CE - Complaints,UNLICENSED TILE INSTALLER,"9805 GULFSTREAM BLVD, ENGLEWOOD FL 34224",26.917926871407442,-82.29493715
12,COD-13-02092,CE - Code Enforcement (Not High Grass Only),EXPIRED ROOF PERMIT #2004090440,"371 PALMETTO DR, PORT CHARLOTTE FL 33952",26.97184753505708,-82.09174345
12,20130913013,Residential Roofing,TEAR OFF & RE-ROOF FLAT,"2373 MONTPELIER RD, PUNTA GORDA FL 33983",26.992147438805105,-82.02462761
12,20130913048,Residential Roofing,TEAR OFF & RE-ROOF W/ SHINGLE,"13383 DARNELL AVE, PORT CHARLOTTE FL 33981",26.94384763944479,-82.22814176
12,20130913064,Residential Lanai,ADD SCREEN ROOM W/ COMPOSITE ROOF,"4117 SUMAC ST, PORT CHARLOTTE FL 33948",26.970825188749252,-82.14884186
12,20130913018,Residential Roofing,RE-ROOF BACK FLAT ROOF ONLY,"23128 ROUNTREE AVE, PORT CHARLOTTE FL 33980",26.987106319308964,-82.07014458
12,20130913017,Residential Roofing,REROOF FLAT ROOF,"21272 EDGEWATER DR, PORT CHARLOTTE FL 33952",26.96749674,-82.10070799
12,20130913020,Residential Roofing,RE-ROOF FLAT ROOF (BACK FLAT ROOF ONLY),"22286 AUGUSTA AVE, PORT CHARLOTTE FL 33952",26.994895959387303,-82.08493037
12,20130913039,Commercial Roofing,UNIT H--MARIA MANOR--REROOF SHINGLE AND FLAT DECK,"4158 TAMIAMI TRL, H-H1, PORT CHARLOTTE FL 33952",26.97024205800382,-82.0816877
12,20130913014,Residential Roofing,TEAR OFF & RE-ROOF W/ TILE,"13913 LONG LAKE LN, PORT CHARLOTTE FL 33953",26.98626715871009,-82.21770471
12,20130912964,Residential Roofing,UNIT 33:  REPLACE ROOF -REROOF,"5000 GASPARILLA RD, 33, PLACIDA FL 33921",,
12,20130912949,Residential Roofing,REPAIR ROOF,"23476 PEACHLAND BLVD, PORT CHARLOTTE FL 33954",27.017721113439396,-82.05978387
12,20130912982,Residential Miscellaneous,"ADD PERLINS TO SLOPE FLAT ROOF, SHEET W/ PLYWOOD","136 ANNAPOLIS LN, ROTONDA WEST FL 33947",26.889049441991844,-82.27845768
12,20130912969,Residential Roofing,RE ROOF,"400 ROSE APPLE CIR, PORT CHARLOTTE FL 33954",27.021678786465355,-82.11890409
12,20130912934,Residential Roofing,TEAR OFF ROOF/ APPLY POLYGLASS,"701 FLORAL LN, PORT CHARLOTTE FL 33952",26.967096277041755,-82.08979037
12,20130912860,Residential Roofing,RE ROOF,"2371 ALDA LN, PORT CHARLOTTE FL 33952",26.99502757819711,-82.10813148
12,20130912864,Residential Single Family,NEW CONSTRUCTION,"498 BIRCHCREST BLVD, PORT CHARLOTTE FL 33954",27.01867687965452,-82.09015649
12,20130912865,Residential Single Family,NEW CONSTRUCTION,"7276 SEA MIST DR, PORT CHARLOTTE FL 33981",26.923965322639628,-82.2603378
12,20130912822,Residential Roofing,REPAIR FLAT ROOF,"23163 MAC LELLAN AVE, PORT CHARLOTTE FL 33980",26.98830212739305,-82.06916808
12,20130912823,Residential Plumbing,Solar pool heater roof mounted hooked up to existing pool equipment,"9317 ST PAUL DR, PORT CHARLOTTE FL 33981",26.896434759324155,-82.19096379
12,20130912793,Residential Roofing,RE-ROOF SHINGLE,"1590 HELENE AVE, ENGLEWOOD FL 34223",26.940271473416324,-82.3414994
12,20130912720,Residential Roofing,AFTER THE FACT REROOF,"19652 MIDWAY BLVD, PORT CHARLOTTE FL 33948",26.98083108801853,-82.13127129
12,20130912721,Residential Roofing,AFTER THE FACT REROOF,"21322 EDGEWATER DR, PORT CHARLOTTE FL 33952",26.966846425491976,-82.09939575
12,20130912671,Residential Roofing,NEW METAL ROOF OVER ONE LAYER OF EXISTING SHINGLES,"10453 EUSTON AVE, ENGLEWOOD FL 34224",26.94441214033504,-82.27446745
12,20130912674,Residential Roofing,RE-ROOF SHINGLE - 1/2 INCH POLYGLASS,"236 ANNAPOLIS LN, ROTONDA WEST FL 33947",26.89118771965217,-82.28855133
12,20130912685,Residential Roofing,TILE RE ROOF,"4665 ARLINGTON DR, PLACIDA FL 33946",26.85286710747232,-82.28527825
12,20130912684,Residential Roofing,FLAT RE ROOF,"136 ANNAPOLIS LN, ROTONDA WEST FL 33947",26.889049441991844,-82.27845768
12,20130912672,Residential Roofing,RE-ROOF SHINGLE RIP OFF,"165 LONG MEADOW LN, ROTONDA WEST FL 33947",26.89379879322572,-82.26501465
12,20130912666,Residential Roofing,REROOF FLAT DECK ONLY,"2435 LAKE VIEW BLVD, PORT CHARLOTTE FL 33948",26.992101639452326,-82.12702943
12,20130912670,Residential Roofing,"1/2"" PITCH ROOF","256 CADDY RD, ROTONDA WEST FL 33947",26.890140611018158,-82.29395292
12,20130912588,Residential Roofing,RE ROOF SHINGLES,"15 CADDY RD, ROTONDA WEST FL 33947",26.880014393062833,-82.28865049
12,20130912575,Residential Single Family,NEW CONSTRUCTION SINGLE FAMILY HOME W/ ATTACHED GARAGE,"8133 AGATE ST, PORT CHARLOTTE FL 33981",26.912334319348798,-82.22552123
12,20130912639,Residential Roofing,TEAR OFF & RE-ROOF WITH SHINGLE ON PARTIAL ROOF ONLY,"25457 TERRAIN LN, PUNTA GORDA FL 33983",27.006240852711127,-82.02726751
12,20130912581,Residential Roofing,TEAR OFF & INSTALL NEW FLAT ROOF ONLY,"14494 LILLIAN CIR, PORT CHARLOTTE FL 33981",26.87976279012276,-82.21525566
12,20130912518,Residential Lanai,REMOVE AND REPLACE EXISTING SCREEN ROOM AREA UNDER EXISTING CARPORT ROOF,"1427 SANDERLING DR, ENGLEWOOD FL 34224",26.939931811829677,-82.31548307
12,20130912471,Residential Roofing,RE ROOF TO SHINGLES,"385 GREEN DOLPHIN DR, PLACIDA FL 33946",26.84636873495642,-82.2880172
12,20130912468,Residential Shed,LOT 489: ADDING 4 WALLS TO AN EXISTING SLAB & UNDER EXISTING ROOF ALSO ADDING WINDOW & DOOR & ELECTRICAL.,"1000 KINGS HWY, 489, PORT CHARLOTTE FL 33980",27.012224296403744,-82.05295935
12,20130912461,Residential Roofing,RE-ROOF SHINGLE W/ LOW SLOPE APPLICATION,"20333 XITA AVE, PORT CHARLOTTE FL 33952",27.010919520915778,-82.11313634
12,20130912469,Residential Roofing,RE-ROOF SHINGLE W/ LOW SLOPE APPLICATION,"17362 VALLYBROOK AVE, PORT CHARLOTTE FL 33954",27.02796923430028,-82.16143038
12,20130912460,Residential Roofing,RE-ROOF SHINGLE,"15140 BRAINBRIDGE CIR, PORT CHARLOTTE FL 33981",26.87686358016215,-82.20791632
12,COD-13-02082,CE - Code Enforcement (Not High Grass Only),Roofwork incomplete; high grass/weeds' dumpster on site for over three months,"2464 DEEDRA ST, PORT CHARLOTTE FL 33952",26.990387086535772,-82.10509484
12,COD-13-02084,CE - Code Enforcement (Not High Grass Only),"JUNK LIKE CONDITIONS AND RENTING OUT THE DETATCHED GARAGE THAT THEY PUT AN EXTENSION ON NO PERMITS, TARPS ON ROOF WITH TAR BUCKETS AND TIRES HOLDING TARP DOWN, TENT FOR CAR PARKING IS DELAPITATED.","24130 HARBORVIEW RD, PORT CHARLOTTE FL 33980",26.96655853264205,-82.05346676
12,COM-13-00908,CE - Complaints,"UNLICENSED TILE CONTRACTOR, NO PERMIT.","5000 GASPARILLA RD, 5091-204, PLACIDA FL 33921",,
12,COM-13-00909,CE - Complaints,"UNLICENSED TILE CONTRACTOR, SALOGUB VASILIY.","5000 GASPARILLA RD, 17, PLACIDA FL 33921",,
12,COM-13-00907,CE - Complaints,Unlicensed Tile Contractor ~ Stephen W. Martin,"5000 GASPARILLA RD, 5061-12B, PLACIDA FL 33921",,
12,COM-13-00906,CE - Complaints,unlicensed tile contractor ~ Michael S. Lentz,"31 MEDALIST RD, ROTONDA WEST FL 33947",26.883180667806656,-82.2552491
12,COM-13-00913,CE - Complaints,UNLICENSED TILE CONTRACTOR,"5000 GASPARILLA RD, 5061-12B, PLACIDA FL 33921",,
12,COD-13-02047,CE - Code Enforcement (Not High Grass Only),"HOUSE IN DISREPAIR, TARP ON THE ROOF","2264 GIFFORD ST, PORT CHARLOTTE FL 33952",26.99526414259863,-82.10139468
12,COD-13-02043,CE - Code Enforcement (Not High Grass Only),PILE OF JUNK IN FRONT YARD - LOOKS LIKE SCRAP METAL,"1498 MARYKNOLL RD, ENGLEWOOD FL 34223",26.942354266437814,-82.34329223
12,COD-13-02033,CE - Code Enforcement (Not High Grass Only),EXPIRED ROOF PERMIT 2004103613,"21069 DELAKE AVE, PORT CHARLOTTE FL 33954",27.019949031665472,-82.10465247
12,UNS-13-00002,CE - Unsafe Buildings,ROOF CAVING IN--HORRIBLE LIVING CONDITIONS--ANON COMPLNT,"11326 SIXTH AVE, PUNTA GORDA FL 33955",26.864875466060536,-82.00398745
12,COD-13-02004,CE - Code Enforcement (Not High Grass Only),"Missing soffits, tarps on roof, black mold everywhere, junklike conditions. Letter from complainant attached.","26583 FAIRWAY DR, PUNTA GORDA FL 33982",26.938421385514193,-82.00702663
12,20130912472,Residential Roofing,RE ROOF TO SHINGLES,"1062 LEE ST, ENGLEWOOD FL 34224",26.931232451588844,-82.33023074
12,20130912449,Residential Roofing,SHINGLE REROOF,"190 GARDEN AVE, PORT CHARLOTTE FL 33952",26.98043641887197,-82.1092148
12,20130912457,Residential Roofing,RE-ROOF SHINGLE MAIN HOUSE,"372 CORY ST, PORT CHARLOTTE FL 33953",27.024213705673827,-82.2401963
12,20130912459,Residential Roofing,RE-ROOF SHINGLE SHED,"372 CORY ST, PORT CHARLOTTE FL 33953",27.024213705673827,-82.2401963
12,20130912435,Residential Roofing,SHINGLE ROOF REPLACEMENT,"23381 VAN BUREN AVE, PORT CHARLOTTE FL 33980",26.993229032255382,-82.06230164
12,20130912465,Residential Roofing,RE-ROOF SHINGLE,"10054 JEANSPORT DR, ENGLEWOOD FL 34224",26.885393155496736,-82.30434417
12,20130912464,Residential Roofing,re-roof flat roof (low slope application) (no work on shingle roof),"15170 BURNT STORE RD, PUNTA GORDA FL 33955",26.810012689990483,-82.02372749
12,20130912462,Residential Roofing,RE-ROOF SHINGLE,"4126 REIF CT, PORT CHARLOTTE FL 33948",26.97070298108849,-82.16940312
12,20130912428,Residential Roofing,RE-ROOF,"22465 HERNANDO AVE, PORT CHARLOTTE FL 33952",26.99784469,-82.07975002
12,20130912404,Residential Miscellaneous,"ALUMINUM ROOFOVER ON EXISTING CARPORT, GARAGE AND FRONT AND BACK ADDITIONS","2100 KINGS HWY, 1039, PORT CHARLOTTE FL 33980",26.999233302768417,-82.05657329
12,20130912396,Commercial Miscellaneous,REPAIR OF LEAKING FLASHING AT ROOF/GABLE END WALL ABOVE UNIT # 3,"1415 SAN CRISTOBAL AVE, PUNTA GORDA FL 33983",27.005218823560643,-82.01340553
12,20130912371,Residential Roofing,SHINGLE RE ROOF,"23022 BAYSHORE RD, PORT CHARLOTTE FL 33980",26.95768736186438,-82.0727463
12,20130912305,Residential Roofing,SHINGLE ROOF REPLACEMENT,"6521 HAMLET DR, 27-27-A, ENGLEWOOD FL 34224",26.931803657682906,-82.31582571
12,20130912286,Commercial Mechanical,UNIT 126: A/C ROOF TOP CHANGE OUT SIZE FOR SIZE 7.5T 10KW,"900 PINE ST, 1-126, ENGLEWOOD FL 34223",26.94532596902045,-82.33695214
12,20130912283,Residential Roofing,RE-ROOF POLYGLASS,"555 GREEN DOLPHIN DR S, PLACIDA FL 33946",26.843601148447803,-82.28626245
12,20130912317,Baby Barrier,BABY BARRIER- INSTALL 130' 4' BLACK VINYL CHAINLINK FENCE & 3 GATES WITH CHILDPROOF,"24105 HARBORVIEW RD, PORT CHARLOTTE FL 33980",26.965625677605328,-82.05449671
12,20130912331,Residential Roofing,SHINGLE ROOF OVER  (AFTER THE FACT),"9329 ANITA AVE, ENGLEWOOD FL 34224",26.932906745441635,-82.29759432
12,20130912308,Residential Roofing,MODIFIED ROOF REPLACEMENT,"1520 LORALIN DR, ENGLEWOOD FL 34223",26.94115062504957,-82.34265905
12,20130912281,Residential Roofing,RE-ROOF SHINGLE,"43 GOLFVIEW PL, ROTONDA WEST FL 33947",26.88415909516389,-82.28921509
12,20130912320,Residential Roofing,TEAR OFF ROOF APPLY SHINGLES,"241 N GULF BLVD, PLACIDA FL 33946",26.872982105320588,-82.3230667
12,20130912278,Residential Roofing,RE-ROOF SHINGLE,"1952 ARKANSAS AVE, ENGLEWOOD FL 34224",26.91622938883707,-82.33135985
12,20130912294,Residential Roofing,ROOF REPLACEMENT,"135 SAND DOLLAR LN, ENGLEWOOD FL 34223",26.9176521,-82.35545351
12,20130912307,Residential Roofing,SHINGLE ROOF REPLACMENT,"6521 HAMLET DR, 27-27-B, ENGLEWOOD FL 34224",26.931803657682906,-82.31582571
12,20130912280,Residential Roofing,RE-ROOF SHINGLE RIP OFF,"6958 SPINNAKER BLVD, ENGLEWOOD FL 34224",26.93188464184292,-82.2880859
12,20130912340,Residential Roofing,SHINGLE RE-ROOF,"2064 DELTA ST, PORT CHARLOTTE FL 33952",27.001472563408093,-82.11905663
12,20130912345,Residential Roofing,EXISTING METAL ROOF-REPAIR ONLY CRICKET TO DIVERT WATER. DRYWALL REPAIR INSIDE WHERE WATER LEAKED,"2448 HARBOUR DR, PUNTA GORDA FL 33983",26.99217040926594,-81.99602511
12,20130912274,Residential Lanai,SCREEN WALL UNDER EXISTING PORCH ROOF,"9165 MOSS DR, ENGLEWOOD FL 34224",26.897088946930808,-82.3134765
12,20130912227,Residential Remodel,REMOVE POPCORN CEILINGS IN LIVING ROOM AND REPLACE DRYWALL BATHROOM REMODEL REPLACE TILE VANITIES LIGHTS AND PLUMBING FIXTURES,"33131 SERENE DR, PUNTA GORDA FL 33982",26.980032063545057,-81.90534975
12,20130912239,Commercial Mechanical,"CIRCLE K, BAREFOOT TRADER REPLACE (2) 5T ROOF TOP A/C UNITS SIZE FOR SIZE","2025 N BEACH RD, ENGLEWOOD FL 34223",26.924369701653088,-82.35987086
12,20130912204,Residential Roofing,RE ROOF FLAT 2 SQUARE,"1505 KENMORE ST, PORT CHARLOTTE FL 33952",27.003749700434703,-82.10153957
12,20130912160,Residential Roofing,RE ROOF MODIFIED,"4511 GRASSY POINT BLVD, PORT CHARLOTTE FL 33952",26.95877268805035,-82.09954069
12,20130912145,Residential Roofing,RE- ROOF FLAT DECK (BUILT-UP),"1410 DEER CREEK DR, ENGLEWOOD FL 34223",26.93764876,-82.34645838
12,20130912130,Residential Lanai,"CONCRETE SLAB, SCREEN ROOM W/ COMPOSITE ROOF","6248 PENNELL ST, ENGLEWOOD FL 34224",26.939563801362763,-82.29363255
12,20130912101,Residential Roofing,INSTALL METAL ROOF OVER TOP OF SHINGLE ROOF ON MANSARD ONLY,"24010 HARBORVIEW RD, PORT CHARLOTTE FL 33980",26.967164071447094,-82.05719427
12,20130912081,Residential Lanai,CONCRETE SLAB AND ALUMINUM ROOF,"476 NOTSON TER, PORT CHARLOTTE FL 33952",26.966455443414038,-82.08621217
12,20130912112,Residential Roofing,ROOF REPLACEMENT: SHINGLE OFF/SHINGLE ON,"148 WILHELM DR, ENGLEWOOD FL 34223",26.91904829,-82.35586565
12,20130912114,Residential Lanai,"POUR NEW MONOLITHIC SLAB, BUILD COMPOSITE ROOF WITH SCREEN WALLS AND ACRYLIC WINDOWS","4221 RIVER BANK WAY, PORT CHARLOTTE FL 33980",26.97570421060564,-82.04996768
12,20130912079,Residential Roofing,SHINGLE ROOF REPLACEMENT,"1050 GREAT FALLS AVE, PORT CHARLOTTE FL 33948",26.994934193970913,-82.13378142
12,20130912072,Residential Roofing,TEAR OFF FLAT ROOF AND SHINGLES,"2380 HARBOR BLVD, PORT CHARLOTTE FL 33952",26.99179818,-82.09546935
12,20130912043,Residential Roofing,RE-ROOF SHINGLE (AFTER THE FACT),"2540 BALTIC AVE, PORT CHARLOTTE FL 33952",26.98837845583491,-82.08484645
12,20130912047,Residential Roofing,RE-ROOF RIGHT REAR LOWER AREA METAL,"18466 LIMBERLOS AVE, PORT CHARLOTTE FL 33948",26.993377723606365,-82.14171605
12,20130912056,Residential Miscellaneous,REMOVE/REPLACE DRYWALL DAMAGE BY ROOF LEAK,"1410 DEER CREEK DR, ENGLEWOOD FL 34223",26.93764876,-82.34645838
12,20130912046,Residential Roofing,TEAR OFF FLAT ROOF,"22222 AUGUSTA AVE, PORT CHARLOTTE FL 33952",26.99401280911405,-82.08641815
12,20130911991,Residential Roofing,TEAR OFF AND REROOF SHINGLE AND FLAT,"1860 FAUST DR, ENGLEWOOD FL 34224",26.92824755241439,-82.31694032
12,20130911985,Residential Roofing,SHINGLE & TAPERED FLAT ROOF,"1225 SHORE VIEW DR, ENGLEWOOD FL 34223",26.915010332822757,-82.35504911
12,20130911992,Residential Roofing,TEAR OFF AND REROOF WITH OC DURATION SHINGLES,"7014 GUNTHER ST, ENGLEWOOD FL 34224",26.930322641185736,-82.28517911
12,20130911966,Residential Remodel,"Unit 144 C -NEW CABINETS , FLOORING, PAINT, TILE IN SHOWERS, PLUMBING FIZTURES, LIGHTING","5700 GULF SHORES DR, C-144, PLACIDA FL 33921",26.806545128880664,-82.27661131
12,20130911993,Residential Roofing,TEAR OFF AND REROOF- SHINGLE,"22522 TROY AVE, PORT CHARLOTTE FL 33980",26.976358494541696,-82.07422636
12,20130911965,Residential Remodel,"UNIT 234: NEW CABINETS, FLOORING, PAINT, TILE IN SHOWERS, PLUMBING FIXTURES, LIGHTING","5700 GULF SHORES DR, B-234, PLACIDA FL 33921",26.806545128880664,-82.27661131
12,20130911950,Residential Roofing,REMOVAL AND REPLACEMENT OF EXISTING MEMBRANE ROOFING SYSTEM,"18500 MURDOCK CIR, B, PORT CHARLOTTE FL 33948",27.00958243601871,-82.14255523
12,20130911877,Residential Roofing,TEAR OFF EXISTING ROOF,"2102 ARKANSAS AVE, ENGLEWOOD FL 34224",26.918790786247595,-82.32463066
12,20130911888,Residential Remodel,"DOORS, WINDOWS, SHUTTERS, ROOF, ELECTRIC, & PLUMBING Private Provider Inspections","3340 EDGEHILL TER, PORT CHARLOTTE FL 33952",26.980804563996806,-82.09298713
12,20130911876,Residential Roofing,TEAR OFF EXISTING ROOF,"9277 STEUBENVILLE AVE, ENGLEWOOD FL 34224",26.929611311744644,-82.2962723
12,20130911798,Residential Roofing,REROOF,"21540 OLEAN BLVD, PORT CHARLOTTE FL 33952",26.98810780529186,-82.09054564
12,20130911784,Commercial Roofing,REROOF SHINGLE AND FLAT,"4158 TAMIAMI TRL, C, PORT CHARLOTTE FL 33952",26.97024205800382,-82.0816877
12,20130911779,Residential Roofing,TEAR OFF EXISTING ROOF,"6275 BOB WHITE DR, ENGLEWOOD FL 34224",26.938030178392758,-82.30811311
12,COD-13-02006,CE - Code Enforcement (Not High Grass Only),"UNIT A: ROOF IS LEAKING, UNIT HAS TERMITES, TENANT HAS INFANT & LANDLORD WILL NOT DO ANYTHING","4504 OAKLEY ST, PORT CHARLOTTE FL 33980",26.958217726553904,-82.06974033
12,COD-13-01993,CE - Code Enforcement (Not High Grass Only),"how can a home without water and a leaking roof be rented to someone, roof had a blue tarp on it but now it is in tatters,home is a complete eyesore and is definately not helping anyones property values.This home has been empty for 2 years now someone is renting it ,completely unsanitary without water","12291 ALBRECHT TER, PORT CHARLOTTE FL 33981",26.967721921793828,-82.24653625
12,COM-13-00887,CE - Complaints,Roof installed in 2012 without a permit by Robert Mallory Roofing,"18907 MCGRATH CIR, PORT CHARLOTTE FL 33948",26.96242153744261,-82.13034815
12,20130911769,Residential Roofing,RE-ROOF SHINGLE,"15 LONG MEADOW RD, ROTONDA WEST FL 33947",26.89636995657943,-82.26274878
12,20130911709,Residential Electrical,CHANGE OUT THE WEATHERPROOF PANEL,"540 WEST TARPON BLVD NW, PORT CHARLOTTE FL 33952",26.98523339252011,-82.11431877
12,20130911761,Commercial Roofing,RE-ROOF SHINGLE RIP OFF,"1720 GULF BLVD, ENGLEWOOD FL 34223",26.92050303696861,-82.35876978
12,20130911724,Residential Roofing,RE-ROOF SHINGLE,"12264 MALTZ AVE, PORT CHARLOTTE FL 33981",26.940000803958227,-82.2475103
12,20130911759,Residential Roofing,RE-ROOF SHINGLE,"4096 COLLINGSWOOD BLVD, PORT CHARLOTTE FL 33948",26.97140692623427,-82.15574648
12,20130911760,Residential Roofing,ROOF OVER SHINGLE,"1910 MISSISSIPPI AVE, ENGLEWOOD FL 34224",26.91395956886483,-82.33442692
12,20130911710,Residential Roofing,RE ROOF,"2095 BACKTON ST, PORT CHARLOTTE FL 33948",27.000732547291502,-82.14238743
